SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness 
CN(C(=O)c1cccc2c1OCCO2)c1cccc2ncccc12,CN(C(=O)c1cccc2c1OCCO2)c1cccc2ncccc12,-4.9024
Cc1nc2ccccc2n1CCNC(=O)c1ccc(F)c(F)c1,Cc1nc2ccccc2n1CCNC(=O)c1ccc(F)c(F)c1,2.833
CC(CNC(=O)CC1([NH3+])CCC1)C[NH+]1CCCC1,CC(CNC(=O)CC1([NH3+])CCC1)C[NH+]1CCCC1,0.44096
CNC(C#N)c1ccc(Cl)cc1Cl,CNC(C#N)c1ccc(Cl)cc1Cl,-3.3126
COc1ccc(C)cc1NC(=O)C(C)N1C(=O)c2ccccc2S1(=O)=O,COc1ccc(C)cc1NC(=O)C(C)N1C(=O)c2ccccc2S1(=O)=O,4.2025
Brc1cn2ccnc2c(NC2CCCOC2)n1,Brc1cn2ccnc2c(NC2CCCOC2)n1,-8.8536
CCCCn1nccc1NC(=O)C(C)c1cccs1,CCCCn1nccc1NC(=O)C(C)c1cccs1,6.0852
Cc1cnn(-c2ccccc2)c1NC(=O)c1cc(C2CC2)on1,Cc1cnn(-c2ccccc2)c1NC(=O)c1cc(C2CC2)on1,7.2958
CC(=O)NNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CC(=O)NNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,-3.2078
CCOC(=O)C1(CC2CCCCO2)CC[NH+](CC#Cc2ccccc2)CC1,CCOC(=O)C1(CC2CCCCO2)CC[NH+](CC#Cc2ccccc2)CC1,-13.488
Cc1ccc(C(=O)NCCOc2ccc3ccccc3c2)cc1F,Cc1ccc(C(=O)NCCOc2ccc3ccccc3c2)cc1F,-0.94305
C=CC12CCC(CC1C(=O)OC)C(OS(C)(=O)=O)C2,C=CC12CCC(CC1C(=O)OC)C(OS(C)(=O)=O)C2,-4.6397
CCC1(C[NH+](C)CCS(C)(=O)=O)CC[NH2+]CC1,CCC1(C[NH+](C)CCS(C)(=O)=O)CC[NH2+]CC1,-2.9227
CCOc1ccccc1CNC(=O)N(C1CC1)C(C)C1CC1,CCOc1ccccc1CNC(=O)N(C1CC1)C(C)C1CC1,2.9314
CCOC(=O)C1([NH3+])CCCC1CCSc1n[nH]c(=O)n1C,CCOC(=O)C1([NH3+])CCCC1CCSc1n[nH]c(=O)n1C,-5.2036
CCN(Cc1ccc(Cl)s1)C(=O)Nc1ccc(C#N)cc1,CCN(Cc1ccc(Cl)s1)C(=O)Nc1ccc(C#N)cc1,1.6125
COc1ccc(OC)c(C(=O)NC(C)c2ccc(N3CCOC3=O)cc2)c1,COc1ccc(OC)c(C(=O)NC(C)c2ccc(N3CCOC3=O)cc2)c1,0.69418
CCC1COCCN1C(=O)NCCCCC(C)C,CCC1COCCN1C(=O)NCCCCC(C)C,-1.4288
N#Cc1cccc(CSc2nnc(C[NH+]3CCCCC3)n2-c2ccccc2C(F)(F)F)c1,N#Cc1cccc(CSc2nnc(C[NH+]3CCCCC3)n2-c2ccccc2C(F)(F)F)c1,-12.705
Cc1ccc(-c2cnc(CCC(=O)Nc3ccc4c(C)n[nH]c4c3)o2)cc1,Cc1ccc(-c2cnc(CCC(=O)Nc3ccc4c(C)n[nH]c4c3)o2)cc1,1.7597
Cc1ccc(C[NH2+]C2CCCC(C(F)(F)F)C2)c(C)c1,Cc1ccc(C[NH2+]C2CCCC(C(F)(F)F)C2)c(C)c1,-11.908
Cc1[nH]n(-c2nc(-c3ccccc3)cs2)c(=O)c1C(c1ccccc1)C(C#N)C(N)=O,Cc1[nH]n(-c2nc(-c3ccccc3)cs2)c(=O)c1C(c1ccccc1)C(C#N)C(N)=O,1.6983
O=C(NCCN1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1)C1CC(=O)N(c2ccccc2)C1,O=C(NCCN1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1)C1CC(=O)N(c2ccccc2)C1,2.5092
COCC[NH2+]CC(C)=Cc1ccccc1C,COCC[NH2+]CC(C)=Cc1ccccc1C,-1.6279
N#Cc1ccc(CN2CCN(C(=O)CCNS(=O)(=O)c3ccc(F)c(Cl)c3)CC2)cc1,N#Cc1ccc(CN2CCN(C(=O)CCNS(=O)(=O)c3ccc(F)c(Cl)c3)CC2)cc1,-1.8916
CN(C)C(=O)N1CCC(C(=O)NC(c2ccccc2)c2cc3ccccc3o2)CC1,CN(C)C(=O)N1CCC(C(=O)NC(c2ccccc2)c2cc3ccccc3o2)CC1,5.0254
[NH3+]CC1(CCSc2ccccc2)CCCC1,[NH3+]CC1(CCSc2ccccc2)CCCC1,-4.8513
C[NH+](C)C(CNS(=O)(=O)c1ccc(C#N)cc1)c1ccccc1,C[NH+](C)C(CNS(=O)(=O)c1ccc(C#N)cc1)c1ccccc1,-4.0897
CCN(c1cc(C)c([N+](=O)[O-])cn1)C(C)c1cccnc1,CCN(c1cc(C)c([N+](=O)[O-])cn1)C(C)c1cccnc1,-2.2754
CCCOc1nc(Oc2ccc(C)c(C)c2)ccc1N,CCCOc1nc(Oc2ccc(C)c(C)c2)ccc1N,-2.2557
SCCCCCC[NH+]1CCCC2CCCCC21,SCCCCCC[NH+]1CCCC2CCCCC21,-16.241
C=C(C)C[NH+]1CCC(NC(=O)NOCc2ccccc2)CC1,C=C(C)C[NH+]1CCC(NC(=O)NOCc2ccccc2)CC1,-7.4252
Cc1csc(-c2cccc(NC(=O)N3CCSC(C)(C)C3)c2)n1,Cc1csc(-c2cccc(NC(=O)N3CCSC(C)(C)C3)c2)n1,3.8899
Cc1ccncc1C(=O)NCc1cccnc1Oc1ccc(F)cc1F,Cc1ccncc1C(=O)NCc1cccnc1Oc1ccc(F)cc1F,-0.15875
Cc1ccccc1-c1ncc(CNC2CCCN(c3nc4ccccc4s3)C2)cn1,Cc1ccccc1-c1ncc(CNC2CCCN(c3nc4ccccc4s3)C2)cn1,3.1642
CC(C)OC(=O)CNC(=O)C1CC2CCC1O2,CC(C)OC(=O)CNC(=O)C1CC2CCC1O2,-2.9702
CN1CCCc2cc(C(CNC(=O)c3ccc(C(C)(C)C)cc3)N3CC[NH+](C)CC3)ccc21,CN1CCCc2cc(C(CNC(=O)c3ccc(C(C)(C)C)cc3)N3CC[NH+](C)CC3)ccc21,1.7795
O=S1(=O)CCC(C[NH2+]Cc2cc(Br)c3c(c2)OCCCO3)C1,O=S1(=O)CCC(C[NH2+]Cc2cc(Br)c3c(c2)OCCCO3)C1,-5.8615
COc1ccc(NC(=O)c2ccccc2SCc2ccc(F)cc2)cc1OC,COc1ccc(NC(=O)c2ccccc2SCc2ccc(F)cc2)cc1OC,-0.049827
CC1(C)CCSCC1(C(N)=O)N1CCC[NH2+]CC1,CC1(C)CCSCC1(C(N)=O)N1CCC[NH2+]CC1,3.1972
CC(C)COc1ccccc1NCC(=O)Nc1ccc(F)c(Cl)c1,CC(C)COc1ccccc1NCC(=O)Nc1ccc(F)c(Cl)c1,-0.025704
CC(C)CC1COCCN1C(=O)NC1CCN(c2ccccc2)C1=O,CC(C)CC1COCCN1C(=O)NC1CCN(c2ccccc2)C1=O,4.6461
CCNC(=O)CN(CC)C(=O)c1cc([N+](=O)[O-])ccc1N1CCCCC1,CCNC(=O)CN(CC)C(=O)c1cc([N+](=O)[O-])ccc1N1CCCCC1,-0.38439
Cc1nc(N(C)C)ncc1C(=O)NC1Cc2ccccc2C1[NH3+],Cc1nc(N(C)C)ncc1C(=O)NC1Cc2ccccc2C1[NH3+],1.7731
COc1ccc(NC2CC[NH+](C3CC(=O)N(c4ccc(Cl)cc4)C3=O)CC2)cc1,COc1ccc(NC2CC[NH+](C3CC(=O)N(c4ccc(Cl)cc4)C3=O)CC2)cc1,2.7107
Cc1nnc(SCCC(=O)Nc2cccc(Cl)c2)n1N,Cc1nnc(SCCC(=O)Nc2cccc(Cl)c2)n1N,1.5895
C1=NN=C(c2ccccc2)C1C[NH+]1CCCC(Nc2ccccc2)C1,C1=NN=C(c2ccccc2)C1C[NH+]1CCCC(Nc2ccccc2)C1,1.6133
CC[NH+]=C(NCCC1CC[NH+](CC)CC1)N1CCC(O)C1,CC[NH+]=C(NCCC1CC[NH+](CC)CC1)N1CCC(O)C1,3.748
Cn1ncc2c(SCc3nnnn3C3CC3)ncnc21,Cn1ncc2c(SCc3nnnn3C3CC3)ncnc21,2.9026
COC(C)C(=O)Nc1cccc(NC(C)C(=O)Nc2ccc(Cl)cn2)c1,COC(C)C(=O)Nc1cccc(NC(C)C(=O)Nc2ccc(Cl)cn2)c1,3.7383
CC1OCCC1C(=O)NC(c1ccc(F)cc1F)C(C)(C)C,CC1OCCC1C(=O)NC(c1ccc(F)cc1F)C(C)(C)C,-4.3868
CCC(=O)C(C)NC(=O)CC1CCCCO1,CCC(=O)C(C)NC(=O)CC1CCCCO1,-2.7196
CC(=O)c1cccc(Nc2ncnc(Oc3cccnc3)c2[N+](=O)[O-])c1,CC(=O)c1cccc(Nc2ncnc(Oc3cccnc3)c2[N+](=O)[O-])c1,-5.99
COc1cc(OC)cc(C(=O)Nc2ccccc2-c2nc(-c3cccnc3)no2)c1,COc1cc(OC)cc(C(=O)Nc2ccccc2-c2nc(-c3cccnc3)no2)c1,2.3385
CC(=CC(=O)NCc1cc[nH]n1)c1ccccc1OC(F)F,CC(=CC(=O)NCc1cc[nH]n1)c1ccccc1OC(F)F,-2.7674
N=C1C(CC(=O)Nc2ccccc2)SC(=O)C1N=Cc1ccccc1,N=C1C(CC(=O)Nc2ccccc2)SC(=O)C1N=Cc1ccccc1,4.5539
O=C1C(=Cc2ccc(-c3ccc(F)cc3)o2)N=C(O)N1c1ccccc1,O=C1C(=Cc2ccc(-c3ccc(F)cc3)o2)N=C(O)N1c1ccccc1,2.852
CC(C(=O)Nc1ccc2ccccc2c1)[NH+]1CCCC(CN2CCN(C)CC2)C1,CC(C(=O)Nc1ccc2ccccc2c1)[NH+]1CCCC(CN2CCN(C)CC2)C1,7.8956
O=C(NCC(O)c1ccc(F)cc1)c1ccco1,O=C(NCC(O)c1ccc(F)cc1)c1ccco1,2.1732
CC(C)(CNC(=O)NC(CN1CCOCC1)c1ccccc1)c1ccncc1,CC(C)(CNC(=O)NC(CN1CCOCC1)c1ccccc1)c1ccncc1,1.9514
CCn1cc(-c2cn(CCCc3csc(N)n3)nn2)c(C)n1,CCn1cc(-c2cn(CCCc3csc(N)n3)nn2)c(C)n1,0.89203
CN(C(=O)CS(=O)Cc1nnnn1-c1ccccc1)C1CCCCC1,CN(C(=O)CS(=O)Cc1nnnn1-c1ccccc1)C1CCCCC1,-4.0036
Cc1nnc(=O)[nH]c1NN=Cc1cccc(OC(C)C)c1,Cc1nnc(=O)[nH]c1NN=Cc1cccc(OC(C)C)c1,-3.9467
Cc1cccc(C)c1OCC(=O)NCC(C1CC1)[NH+](C)C,Cc1cccc(C)c1OCC(=O)NCC(C1CC1)[NH+](C)C,2.6141
O=C(CNC(=O)NCc1ccc([N+]2=CCCC2)cc1)NCc1ccco1,O=C(CNC(=O)NCc1ccc([N+]2=CCCC2)cc1)NCc1ccco1,1.3176
CCOc1ccccc1C(C(=O)O)N1CCC(C(=O)N2CCCC2)CC1,CCOc1ccccc1C(C(=O)[O-])[NH+]1CCC(C(=O)N2CCCC2)CC1,4.4154
O=C1CCC(NC(=O)C2CCC3CCCCC3[NH2+]2)C(=O)N1,O=C1CCC(NC(=O)C2CCC3CCCCC3[NH2+]2)C(=O)N1,-0.68
CC(Sc1nnc(-c2cccnc2)n1C1CC1)C(=O)Nc1ccc2c(c1)OCO2,CC(Sc1nnc(-c2cccnc2)n1C1CC1)C(=O)Nc1ccc2c(c1)OCO2,5.2615
CCC(CC)(NC(=O)NC(C)C1CCCO1)C(=O)[O-],CCC(CC)(NC(=O)NC(C)C1CCCO1)C(=O)[O-],3.1989
COC(=O)c1ccc(C2C(S(=O)(=O)c3ccc(C)cc3)=C([O-])C(=O)N2Cc2ccccc2)cc1,COC(=O)c1ccc(C2C(S(=O)(=O)c3ccc(C)cc3)=C([O-])C(=O)N2Cc2ccccc2)cc1,-9.885
C[NH+](C)Cc1cccc(NC(=O)NC2(CO)CCCC2)c1,C[NH+](C)Cc1cccc(NC(=O)NC2(CO)CCCC2)c1,-4.0329
O=C(Cc1cccc(F)c1)NNC(=S)NCc1ccccc1,O=C(Cc1cccc(F)c1)NNC(=S)NCc1ccccc1,1.0345
CCOCCN(C)C(=O)c1nc(-c2ccccc2)oc1C1CC1,CCOCCN(C)C(=O)c1nc(-c2ccccc2)oc1C1CC1,4.0325
O=C(NC1CCCC1)C1Cc2ccccc2CN1C(=O)c1ccco1,O=C(NC1CCCC1)C1Cc2ccccc2CN1C(=O)c1ccco1,3.4874
COc1ccc(C(=O)C2CC(=O)Nc3c2c(C)nn3-c2cccc(C)c2C)cc1OC,COc1ccc(C(=O)C2CC(=O)Nc3c2c(C)nn3-c2cccc(C)c2C)cc1OC,5.0288
CC(C)c1ccc(-c2noc(COc3cccc(C#N)c3)n2)cc1,CC(C)c1ccc(-c2noc(COc3cccc(C#N)c3)n2)cc1,-3.616
COc1ccc(Cl)cc1N1CC(C(=O)NNc2nc(C)cc(C)n2)CC1=O,COc1ccc(Cl)cc1N1CC(C(=O)NNc2nc(C)cc(C)n2)CC1=O,5.485
COc1ccc(C(=O)N2CCN(CC3CCCO3)CC2)cc1S(=O)(=O)N1CCOCC1,COc1ccc(C(=O)N2CCN(CC3CCCO3)CC2)cc1S(=O)(=O)N1CCOCC1,6.0613
Cc1nccn1-c1ccccc1CNC(=O)CC1NC(=O)c2ccccc21,Cc1nccn1-c1ccccc1CNC(=O)CC1NC(=O)c2ccccc21,3.8466
COCC(Nc1nc(Br)cs1)C(C)C,COCC(Nc1nc(Br)cs1)C(C)C,-2.1741
COCCOc1cccc(NC(=O)NC2CC2C)c1,COCCOc1cccc(NC(=O)NC2CC2C)c1,-2.9002
N#Cc1ccc(N2CCCC(NC(=O)N3CCOC(C#N)C3)C2)c(F)c1,N#Cc1ccc(N2CCCC(NC(=O)N3CCOC(C#N)C3)C2)c(F)c1,-2.5801
Cc1ccc(=O)n(CC(=O)NCC2Cc3ccccc3O2)n1,Cc1ccc(=O)n(CC(=O)NCC2Cc3ccccc3O2)n1,4.8382
CCC[NH+]1CCN(c2nccc(C(F)(F)F)n2)CC1,CCC[NH+]1CCN(c2nccc(C(F)(F)F)n2)CC1,-6.0488
CCC1CCC(C(O)C2CCCC(S(C)(=O)=O)C2)C1,CCC1CCC(C(O)C2CCCC(S(C)(=O)=O)C2)C1,-1.1722
CC(C)(C)NC(=O)NC(=O)COC(=O)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,CC(C)(C)NC(=O)NC(=O)COC(=O)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,-0.55777
CC(NCC(C)(O)c1ccc(F)cc1)c1ccc(S(C)(=O)=O)cc1,CC(NCC(C)(O)c1ccc(F)cc1)c1ccc(S(C)(=O)=O)cc1,6.3163
CCC(C)NC(=O)N1CCCC(c2nc(-c3cccc(F)c3)no2)C1,CCC(C)NC(=O)N1CCCC(c2nc(-c3cccc(F)c3)no2)C1,4.7054
COc1ccccc1Oc1ccc(NC(=O)c2ccc(C(C)=O)s2)cc1,COc1ccccc1Oc1ccc(NC(=O)c2ccc(C(C)=O)s2)cc1,2.7063
CC(CNC(=O)c1cnc(C2CCCO2)s1)c1ccc(F)cc1F,CC(CNC(=O)c1cnc(C2CCCO2)s1)c1ccc(F)cc1F,0.93566
CC1C(C)S(=O)(=O)CCN1C(=O)C1CCCN1C(=O)c1ccco1,CC1C(C)S(=O)(=O)CCN1C(=O)C1CCCN1C(=O)c1ccco1,4.4655
Cc1cc2cc(CN(C)C3CS(=O)(=O)c4ccccc43)oc2cc1C,Cc1cc2cc(CN(C)C3CS(=O)(=O)c4ccccc43)oc2cc1C,1.048
CC(NC(=O)NCCCN1CCOCC1)c1nc(C2CCCCC2)no1,CC(NC(=O)NCCCN1CCOCC1)c1nc(C2CCCCC2)no1,0.5861
CN(C)c1ccc(C=CC(=O)NCc2cc[nH]n2)cc1,CN(C)c1ccc(C=CC(=O)NCc2cc[nH]n2)cc1,2.8745
CC1Oc2ccccc2OC1C(=O)NC(C(N)=O)c1cccc(Br)c1,CC1Oc2ccccc2OC1C(=O)NC(C(N)=O)c1cccc(Br)c1,3.465
CCCc1nnc([S-])n1N=Cc1c(OCC)ccc2ccccc12,CCCc1nnc([S-])n1N=Cc1c(OCC)ccc2ccccc12,-0.42711
CCCC([NH3+])c1ccn(Cc2ncnn2CCC)c1,CCCC([NH3+])c1ccn(Cc2ncnn2CCC)c1,1.7848
CC(Oc1ccc(Cl)cc1)C(=O)Nc1cccc(NC(=O)c2ccncc2)c1,CC(Oc1ccc(Cl)cc1)C(=O)Nc1cccc(NC(=O)c2ccncc2)c1,2.1221
COc1ccc(C)cc1NC(=O)c1oc2c(c1C)C(O)CC(C)(C)C2,COc1ccc(C)cc1NC(=O)c1oc2c(c1C)C(O)CC(C)(C)C2,1.4364
CCNC(=O)N1CCC([NH2+]C(CC)C(C)C)C1,CCNC(=O)N1CCC([NH2+]C(CC)C(C)C)C1,4.5952
CCc1nn(C)cc1CNC(=O)c1cc(-c2cc(C)sc2C)nc2c1cnn2C(C)C,CCc1nn(C)cc1CNC(=O)c1cc(-c2cc(C)sc2C)nc2c1cnn2C(C)C,6.7137
CCc1n[nH]c(SCC(=O)NCC2[NH+]=NC(=O)c3ccccc32)n1,CCc1n[nH]c(SCC(=O)NCC2[NH+]=NC(=O)c3ccccc32)n1,3.8885
COc1ccc(C(=O)Nc2nc(CN3CC(C)OC(C)C3)cs2)cc1,COc1ccc(C(=O)Nc2nc(CN3CC(C)OC(C)C3)cs2)cc1,5.3755
Cc1csc2c(NNc3c4ccccc4nc4ccccc34)ncnc12,Cc1csc2c(NNc3c4ccccc4nc4ccccc34)ncnc12,0.55215
COCCN(C)C(=O)c1ccc(I)cc1,COCCN(C)C(=O)c1ccc(I)cc1,5.0738
CSC1CCCC1NS(=O)(=O)CC1CCC1,CSC1CCCC1NS(=O)(=O)CC1CCC1,-2.2477
NNC(=O)CS(=O)Cc1ccc(Cl)cc1Cl,NNC(=O)CS(=O)Cc1ccc(Cl)cc1Cl,-6.88
CCc1nn(C)c2c1[nH]c(=S)n2C1CCCc2sccc21,CCc1nn(C)c2c1[nH]c(=S)n2C1CCCc2sccc21,2.1766
Cc1cc(Cl)ccc1S(=O)(=O)Nc1ccc(NC(=O)NC2CC2)cc1,Cc1cc(Cl)ccc1S(=O)(=O)Nc1ccc(NC(=O)NC2CC2)cc1,-0.1793
O=C(NC1CCc2ccccc21)c1ccc(Cl)nc1Cl,O=C(NC1CCc2ccccc21)c1ccc(Cl)nc1Cl,1.1383
Cc1ccc(S(=O)C2CCC(C)(C)C2[NH3+])cc1C,Cc1ccc(S(=O)C2CCC(C)(C)C2[NH3+])cc1C,-3.1795
COc1ccc(CCC(=O)Nc2ccccc2SC)cc1OC,COc1ccc(CCC(=O)Nc2ccccc2SC)cc1OC,0.12188
O=C(NN=Cc1cccc(Br)c1)C1COc2ccccc2O1,O=C(NN=Cc1cccc(Br)c1)C1COc2ccccc2O1,3.1306
Cc1[nH]c(=NC(=S)NC(=O)c2cccs2)sc1C(=O)N(C)C,Cc1[nH]c(=NC(=S)NC(=O)c2cccs2)sc1C(=O)N(C)C,5.5709
CC(Oc1ccccc1)C(=O)Oc1cccc(C(=O)NC2CC2)c1,CC(Oc1ccccc1)C(=O)Oc1cccc(C(=O)NC2CC2)c1,2.9199
CC(C)(C)OC(=O)C(C(=O)O)C(N)c1ccc(Br)cc1,CC(C)(C)OC(=O)C(C(=O)[O-])C([NH3+])c1ccc(Br)cc1,-29.546
C=CS(=O)(=O)Oc1c(Cl)cc(Cl)cc1Cl,C=CS(=O)(=O)Oc1c(Cl)cc(Cl)cc1Cl,-4.9505
C#CC1(O)CCC2C3CCc4cc(O)c(C)cc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(O)c(C)cc4C3CCC21C,0.68189
CN(CC1CCCC[NH+]1C)C(=O)c1cc(C[NH+](C)Cc2ccccc2)on1,CN(CC1CCCC[NH+]1C)C(=O)c1cc(C[NH+](C)Cc2ccccc2)on1,3.7839
O=Cc1ccc(-c2cc[nH]c(=O)c2)s1,O=Cc1ccc(-c2cc[nH]c(=O)c2)s1,-0.99314
N#CC(=Cc1ccc(N2CCOCC2)o1)c1cccc(F)c1,N#CC(=Cc1ccc(N2CCOCC2)o1)c1cccc(F)c1,-2.9691
O=C(NCc1c(O)ccc2c1CCCC2)c1ccc(F)cc1Cl,O=C(NCc1c(O)ccc2c1CCCC2)c1ccc(F)cc1Cl,-5.3362
COc1cccc(C(C(=O)[O-])N2CCOCC2)c1OC,COc1cccc(C(C(=O)[O-])N2CCOCC2)c1OC,2.5587
CC(NC(=O)CSc1nnc2ccccn12)C1CC1,CC(NC(=O)CSc1nnc2ccccn12)C1CC1,5.6716
CN(C(=O)NCc1ccc(N2CCSCC2)cc1)C1CCS(=O)CC1,CN(C(=O)NCc1ccc(N2CCSCC2)cc1)C1CCS(=O)CC1,1.9222
CC1C(C(=O)O)CCN1C(=O)CCNC1CC1,CC1C(C(=O)[O-])CCN1C(=O)CC[NH2+]C1CC1,4.0102
COC(=O)CCC(=O)NCC1Cc2cc(C)cc(-c3nc4ccccc4s3)c2O1,COC(=O)CCC(=O)NCC1Cc2cc(C)cc(-c3nc4ccccc4s3)c2O1,-4.9415
Cc1csc2nc(Cn3cnc4scc(-c5ccc(Cl)cc5)c4c3=O)cc(=O)n12,Cc1csc2nc(Cn3cnc4scc(-c5ccc(Cl)cc5)c4c3=O)cc(=O)n12,4.0999
COc1cc(C)c(NC(=O)C(=O)NC(C)c2ccc3c(c2)CCCC3)cc1OC,COc1cc(C)c(NC(=O)C(=O)NC(C)c2ccc3c(c2)CCCC3)cc1OC,-3.8158
Clc1ccc(C2Oc3ccc(Cl)cc3C3=Nc4nnnn4C(c4cccnc4)C32)cc1,Clc1ccc(C2Oc3ccc(Cl)cc3C3=Nc4nnnn4C(c4cccnc4)C32)cc1,1.3703
COCC[NH2+]Cc1ncoc1-c1c(F)cccc1F,COCC[NH2+]Cc1ncoc1-c1c(F)cccc1F,-1.7921
N#Cc1ccc(OC(F)F)cc1OC(F)F,N#Cc1ccc(OC(F)F)cc1OC(F)F,-8.5472
OCc1cccc2c1C(O)c1ccccc1-2,OCc1cccc2c1C(O)c1ccccc1-2,-1.4414
Cc1ccc(C(=O)NC(C(=O)Oc2ccccc2F)C(C)C)cc1,Cc1ccc(C(=O)NC(C(=O)Oc2ccccc2F)C(C)C)cc1,1.0779
O=C(NCc1ccc(COCC2CC2)cc1)c1nc2cccnc2nc1[O-],O=C(NCc1ccc(COCC2CC2)cc1)c1nc2cccnc2nc1[O-],0.51631
Cc1nc2ccc(NC(C)CC3CCCCC[NH2+]3)cc2s1,Cc1nc2ccc(NC(C)CC3CCCCC[NH2+]3)cc2s1,-1.3998
CCCC1CCCN(c2ccc(C#N)c(N)c2)CC1,CCCC1CCCN(c2ccc(C#N)c(N)c2)CC1,-4.5373
CC1(C(C)(O)C2(C[NH3+])CCOc3ccccc32)CC1,CC1(C(C)(O)C2(C[NH3+])CCOc3ccccc32)CC1,0.83004
CCC(C)CN(CC)c1ccc(C[NH2+]C)nn1,CCC(C)CN(CC)c1ccc(C[NH2+]C)nn1,3.5245
CC(O)CC1CCCCCN1C(=O)C1C(C)OC(C)C1C,CC(O)CC1CCCCCN1C(=O)C1C(C)OC(C)C1C,-2.9466
CCS(=O)(=O)CCNC(=O)CNC(=O)c1cc2ccccc2[nH]1,CCS(=O)(=O)CCNC(=O)CNC(=O)c1cc2ccccc2[nH]1,1.6946
O=C(NNC(=O)c1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,O=C(NNC(=O)c1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,2.2091
Cc1oc2ncn(CC[NH+](C)C)c(=[NH2+])c2c1C,Cc1oc2ncn(CC[NH+](C)C)c(=[NH2+])c2c1C,-1.9492
C[NH2+]Cc1cnn(CCOC)c1,C[NH2+]Cc1cnn(CCOC)c1,3.4791
CCOc1ccc(C(C)NS(=O)(=O)c2cccs2)cc1,CCOc1ccc(C(C)NS(=O)(=O)c2cccs2)cc1,1.7381
OC1=Nc2c(Br)cc(Br)c3cccc1c23,OC1=Nc2c(Br)cc(Br)c3cccc1c23,-2.6675
CNC(=O)c1ccc(NC(=O)N(C)C(C)c2cccc(O)c2)c(Cl)c1,CNC(=O)c1ccc(NC(=O)N(C)C(C)c2cccc(O)c2)c(Cl)c1,3.8729
O=C(NCCC1CN(C2CCOCC2)CCO1)C1CCCCCC1,O=C(NCCC1CN(C2CCOCC2)CCO1)C1CCCCCC1,-2.8758
CCOC(=O)C1=C(C)N=C(C)C1S(=O)(=O)[N-]c1ccc(Cl)cc1F,CCOC(=O)C1=C(C)N=C(C)C1S(=O)(=O)[N-]c1ccc(Cl)cc1F,-1.6696
COc1ccc(CCN2C(=O)NC(C)(C3CCN(C(=O)Cc4cccc(F)c4F)CC3)C2=O)cc1,COc1ccc(CCN2C(=O)NC(C)(C3CCN(C(=O)Cc4cccc(F)c4F)CC3)C2=O)cc1,5.5147
CCN(CC)S(=O)(=O)c1ccc(C(C)NC(=O)c2ccsc2)cc1,CCN(CC)S(=O)(=O)c1ccc(C(C)NC(=O)c2ccsc2)cc1,6.4786
Cc1ccc(C)c(NC(=O)C2CC(=O)N(c3ccccc3)C2)c1,Cc1ccc(C)c(NC(=O)C2CC(=O)N(c3ccccc3)C2)c1,5.1498
CCN1C(=O)C(=Cc2ccc(OCc3ccc([N+](=O)[O-])cc3)c(Cl)c2)N(C)C1=S,CCN1C(=O)C(=Cc2ccc(OCc3ccc([N+](=O)[O-])cc3)c(Cl)c2)N(C)C1=S,-0.21618
Cc1nc2ccc(C(=O)N3CCC(c4ccccc4Cl)C3)cc2nc1C,Cc1nc2ccc(C(=O)N3CCC(c4ccccc4Cl)C3)cc2nc1C,4.1985
Cc1ccc(NC(=O)C2N=NC3=C2CCc2ccccc23)cc1C,Cc1ccc(NC(=O)C2N=NC3=C2CCc2ccccc23)cc1C,-1.8206
Cc1ccc(OS(=O)(=O)c2ccc(C#N)c(Cl)c2)c([N+](=O)[O-])c1,Cc1ccc(OS(=O)(=O)c2ccc(C#N)c(Cl)c2)c([N+](=O)[O-])c1,-14.218
Cc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)no1,Cc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)no1,1.3562
Cc1[nH+]ccn1CCCCNC(=O)C=Cc1ccnc(Cl)c1,Cc1[nH+]ccn1CCCCNC(=O)C=Cc1ccnc(Cl)c1,-0.43
Cc1noc(-c2ccc(C(=O)NCC3CCOC3)cc2)n1,Cc1noc(-c2ccc(C(=O)NCC3CCOC3)cc2)n1,1.1995
COc1ncnc2c1nc(S)n2C(C)CN1CCCCC1,COc1ncnc2c1nc([S-])n2C(C)C[NH+]1CCCCC1,0.080837
O=S(=O)(NCCSCc1c(F)cccc1Cl)c1c(F)cccc1F,O=S(=O)(NCCSCc1c(F)cccc1Cl)c1c(F)cccc1F,-1.4621
CCCC1C(=O)NCC[NH+]1Cc1ccc(F)c(C)c1,CCCC1C(=O)NCC[NH+]1Cc1ccc(F)c(C)c1,-0.30516
Oc1cccc2c1CCC2Nc1ncnc2cccc(F)c12,Oc1cccc2c1CCC2Nc1ncnc2cccc(F)c12,-2.0731
CNC(=O)NC(=O)C(C)Sc1ncccc1Cl,CNC(=O)NC(=O)C(C)Sc1ncccc1Cl,5.0632
